c:\MyStuff\CodingProjects\enigmaCOA\trainModelLogisticRegression.py:72: SettingWithCopyWarning:
A value is trying to be set on a copy of a slice from a DataFrame
See the caveats in the documentation: https://pandas.pydata.org/pandas-docs/stable/user_guide/indexing.html#returning-a-view-versus-a-copy
  self.y.loc[self.y.index[i]] = 0
epoch: 1, loss = 0.7036
epoch: 2, loss = 0.7362
epoch: 3, loss = 0.8167
epoch: 4, loss = 0.9741
epoch: 5, loss = 0.7803
epoch: 6, loss = 0.9932
epoch: 7, loss = 0.7385
epoch: 8, loss = 1.1115
epoch: 9, loss = 0.7160
epoch: 10, loss = 0.7181
epoch: 11, loss = 0.8143
epoch: 12, loss = 0.8168
epoch: 13, loss = 0.7689
epoch: 14, loss = 0.8137
epoch: 15, loss = 0.7438
epoch: 16, loss = 0.7996
epoch: 17, loss = 0.7091
epoch: 18, loss = 0.8398
epoch: 19, loss = 0.6960
epoch: 20, loss = 0.8588
epoch: 21, loss = 0.6731
epoch: 22, loss = 0.8654
epoch: 23, loss = 0.6610
epoch: 24, loss = 0.8864
epoch: 25, loss = 0.6447
epoch: 26, loss = 0.8279
epoch: 27, loss = 0.6512
epoch: 28, loss = 0.8789
epoch: 29, loss = 0.6248
epoch: 30, loss = 0.7223
epoch: 31, loss = 0.6516
epoch: 32, loss = 0.9184
epoch: 33, loss = 0.5991
epoch: 34, loss = 0.6668
epoch: 35, loss = 0.6610
epoch: 36, loss = 0.9343
epoch: 37, loss = 0.5941
epoch: 38, loss = 0.6579
epoch: 39, loss = 0.6612
epoch: 40, loss = 0.7573
epoch: 41, loss = 0.6171
epoch: 42, loss = 0.8612
epoch: 43, loss = 0.5680
epoch: 44, loss = 0.6580
epoch: 45, loss = 0.6317
epoch: 46, loss = 0.9072
epoch: 47, loss = 0.5667
epoch: 48, loss = 0.6106
epoch: 49, loss = 0.6340
epoch: 50, loss = 0.7378
epoch: 51, loss = 0.5899
epoch: 52, loss = 0.8144
epoch: 53, loss = 0.5469
epoch: 54, loss = 0.6297
epoch: 55, loss = 0.6103
epoch: 56, loss = 0.8882
epoch: 57, loss = 0.5424
epoch: 58, loss = 0.5629
epoch: 59, loss = 0.6109
epoch: 60, loss = 0.7093
epoch: 61, loss = 0.5619
epoch: 62, loss = 0.7577
epoch: 63, loss = 0.5328
epoch: 64, loss = 0.6153
epoch: 65, loss = 0.5785
epoch: 66, loss = 0.8473
epoch: 67, loss = 0.5187
epoch: 68, loss = 0.5439
epoch: 69, loss = 0.5846
epoch: 70, loss = 0.6956
epoch: 71, loss = 0.5372
epoch: 72, loss = 0.6614
epoch: 73, loss = 0.5353
epoch: 74, loss = 0.6937
epoch: 75, loss = 0.5209
epoch: 76, loss = 0.6050
epoch: 77, loss = 0.5443
epoch: 78, loss = 0.7319
epoch: 79, loss = 0.5063
epoch: 80, loss = 0.5590
epoch: 81, loss = 0.5479
epoch: 82, loss = 0.6979
